,yp_proba,yp_label,y_true
170,0.63836175,1.0,1
171,0.99762756,1.0,1
172,0.99007165,1.0,1
173,0.11302081,-1.0,1
174,0.7812707,1.0,1
175,0.68424845,1.0,1
176,0.89345556,1.0,1
177,0.428549,-1.0,1
178,0.46512347,-1.0,1
179,0.8065902,1.0,1
180,0.9918351,1.0,1
181,0.9448101,1.0,1
182,0.98936707,1.0,1
183,0.999926,1.0,1
184,0.999071,1.0,1
185,0.99992347,1.0,1
186,0.83544576,1.0,1
187,0.9999685,1.0,1
188,0.9900557,1.0,1
189,0.9992436,1.0,1
190,0.99931383,1.0,1
191,0.9992478,1.0,1
192,0.89978796,1.0,1
193,0.9955049,1.0,1
194,0.973169,1.0,1
195,0.99994135,1.0,1
196,0.9991301,1.0,1
197,0.9999981,1.0,1
198,0.9968401,1.0,1
199,0.99995744,1.0,1
200,0.9988564,1.0,1
201,0.1041427,-1.0,1
202,0.9890237,1.0,1
203,0.83834445,1.0,1
204,0.9953917,1.0,1
205,0.99120075,1.0,1
206,0.98946536,1.0,1
207,0.8845436,1.0,1
208,0.818165,1.0,1
209,0.90615493,1.0,1
210,0.31457388,-1.0,1
211,0.9998049,1.0,1
212,0.9954787,1.0,1
213,0.9897982,1.0,1
214,0.8051325,1.0,1
215,0.5791301,1.0,1
216,0.7865831,1.0,1
217,0.99747366,1.0,1
218,0.9959429,1.0,1
219,0.9998115,1.0,1
220,0.03274736,-1.0,1
221,0.97416353,1.0,1
222,0.9994586,1.0,1
223,0.43476653,-1.0,1
224,0.9959798,1.0,1
225,0.99999905,1.0,1
226,0.9996841,1.0,1
227,0.95503837,1.0,1
228,0.99068344,1.0,1
229,0.99976224,1.0,1
230,0.9992705,1.0,1
231,0.7661617,1.0,1
232,0.9997689,1.0,1
233,0.5207908,1.0,1
234,0.61494225,1.0,1
235,0.43372324,-1.0,1
236,0.99969625,1.0,1
237,0.8746325,1.0,1
238,0.66236514,1.0,1
239,0.9668074,1.0,1
240,0.9656365,1.0,1
241,0.61102176,1.0,1
242,0.98845196,1.0,1
243,0.9999765,1.0,1
244,0.9999999,1.0,1
245,0.9882012,1.0,1
246,0.9999759,1.0,1
247,0.9999982,1.0,1
248,0.9982071,1.0,1
249,0.99992836,1.0,1
250,0.9214493,1.0,1
251,0.94031096,1.0,1
252,0.9999869,1.0,1
253,0.999564,1.0,1
254,0.99995637,1.0,1
255,0.9983069,1.0,1
256,0.9635089,1.0,1
257,0.99397886,1.0,1
258,0.99870586,1.0,1
259,0.6613968,1.0,1
260,0.95263225,1.0,1
261,0.88633543,1.0,1
262,0.99949336,1.0,1
263,0.9997471,1.0,1
264,0.021278389,-1.0,1
265,0.61685234,1.0,1
266,0.980078,1.0,1
267,0.6542307,1.0,1
268,0.9888843,1.0,1
269,0.9891756,1.0,1
270,0.9988845,1.0,1
271,0.9949886,1.0,1
272,0.9997328,1.0,1
273,0.999977,1.0,1
274,0.9998803,1.0,1
275,0.999524,1.0,1
276,0.999608,1.0,1
277,0.9998765,1.0,1
278,0.99873084,1.0,1
279,0.9995378,1.0,1
280,0.9999783,1.0,1
281,0.9999639,1.0,1
282,0.8413121,1.0,1
283,0.9422669,1.0,1
284,0.663561,1.0,1
285,0.99998343,1.0,1
286,0.65278274,1.0,1
287,0.9842188,1.0,1
288,0.99999845,1.0,1
289,0.999966,1.0,1
290,0.9988637,1.0,1
291,0.9998135,1.0,1
292,0.99695086,1.0,1
293,0.99819154,1.0,1
294,0.9947924,1.0,1
295,0.9941063,1.0,1
296,0.9995135,1.0,1
297,0.91348094,1.0,1
298,0.99751955,1.0,1
299,0.68967295,1.0,1
300,0.15728927,-1.0,1
301,0.81067526,1.0,1
302,0.6676295,1.0,1
303,0.6687513,1.0,1
304,0.726163,1.0,1
305,0.80160034,1.0,1
306,0.93549824,1.0,1
307,0.763488,1.0,1
308,0.89331484,1.0,1
309,0.92850643,1.0,1
310,0.9977779,1.0,1
311,0.88482136,1.0,1
312,0.94727886,1.0,1
313,0.70876575,1.0,1
314,0.995906,1.0,1
315,0.9925087,1.0,1
316,0.9995634,1.0,1
317,0.988703,1.0,1
318,0.9991984,1.0,1
319,0.39968282,-1.0,1
320,0.8992212,1.0,1
321,0.70018464,1.0,1
322,0.99492943,1.0,1
323,0.9355046,1.0,1
324,0.9988751,1.0,1
325,0.71952456,1.0,1
326,0.97151756,1.0,1
327,0.7820247,1.0,1
328,0.9547314,1.0,1
329,0.9829595,1.0,1
330,0.2939142,-1.0,1
331,0.34326628,-1.0,1
332,0.9705796,1.0,1
333,0.16734125,-1.0,1
334,0.99954647,1.0,1
335,0.9774745,1.0,1
336,0.9891732,1.0,1
337,0.9999485,1.0,1
338,0.9999807,1.0,1
339,0.9944178,1.0,1
340,0.999491,1.0,1
341,0.9562501,1.0,1
342,0.82759166,1.0,1
343,0.9993013,1.0,1
344,0.8434683,1.0,1
345,0.3901507,-1.0,1
346,0.8500042,1.0,1
347,0.99986064,1.0,1
348,0.93838394,1.0,1
349,0.99993217,1.0,1
350,0.9924654,1.0,1
351,0.8168266,1.0,1
352,0.46164578,-1.0,1
353,0.05613725,-1.0,1
354,0.92562723,1.0,1
355,0.88475144,1.0,1
356,0.7097779,1.0,1
357,0.003134353,-1.0,1
358,0.95569444,1.0,1
359,0.1895815,-1.0,1
360,0.3306756,-1.0,1
361,0.8874401,1.0,1
362,0.9239629,1.0,1
363,0.81129384,1.0,1
364,0.8672844,1.0,1
365,0.99914527,1.0,1
366,0.9998878,1.0,1
367,0.86292726,1.0,1
368,0.9994673,1.0,1
369,0.99998176,1.0,1
370,0.9987657,1.0,1
371,0.997465,1.0,1
372,0.9999169,1.0,1
373,0.99913305,1.0,1
374,0.79318523,1.0,1
375,0.99218434,1.0,1
376,0.9999012,1.0,1
377,0.29998803,-1.0,1
378,0.9998864,1.0,1
379,0.8900545,1.0,1
380,0.99309546,1.0,1
381,0.99916494,1.0,1
382,0.9986504,1.0,1
383,0.9279767,1.0,1
384,0.9120499,1.0,1
385,0.62925893,1.0,1
386,0.15049471,-1.0,1
387,0.9118759,1.0,1
388,0.9965978,1.0,1
389,0.9593458,1.0,1
390,0.99918646,1.0,1
391,0.33303475,-1.0,1
392,0.80836165,1.0,1
393,0.9999838,1.0,1
394,0.9997267,1.0,1
395,0.5805999,1.0,1
396,0.9998816,1.0,1
397,0.8314165,1.0,1
398,0.1029802,-1.0,1
399,0.9819701,1.0,1
400,0.57872033,1.0,1
401,0.9999926,1.0,1
402,0.9902654,1.0,1
403,0.33445024,-1.0,1
404,0.9977118,1.0,1
405,0.38878238,-1.0,1
406,0.08227076,-1.0,1
407,0.99648464,1.0,1
408,0.10411648,-1.0,1
409,0.97324795,1.0,1
410,0.49675876,-1.0,1
411,0.93005675,1.0,1
412,0.503529,1.0,1
413,0.994852,1.0,1
414,0.9207092,1.0,1
415,0.9991627,1.0,1
416,0.98443764,1.0,1
417,0.9949043,1.0,1
418,0.9994886,1.0,1
419,0.9988257,1.0,1
420,0.5839255,1.0,1
421,0.9510885,1.0,1
422,0.9962763,1.0,1
423,0.9999902,1.0,1
424,0.9956507,1.0,1
425,0.9726864,1.0,1
426,0.8715247,1.0,1
427,0.9995759,1.0,1
428,0.9577799,1.0,1
429,0.7141131,1.0,1
430,0.75643235,1.0,1
431,0.43445155,-1.0,1
432,0.98309225,1.0,1
433,0.9998622,1.0,1
434,0.97934383,1.0,1
435,0.87244016,1.0,1
436,0.6265938,1.0,1
437,0.15477881,-1.0,1
438,0.5223663,1.0,1
439,0.5153576,1.0,1
440,0.99853253,1.0,1
441,0.6840156,1.0,1
442,0.9979791,1.0,1
443,0.8651464,1.0,1
444,0.8663661,1.0,1
445,0.99808747,1.0,1
446,0.99328035,1.0,1
447,0.6196361,1.0,1
448,0.9987802,1.0,1
449,0.94026077,1.0,1
450,0.99979526,1.0,1
451,0.34448177,-1.0,1
452,0.57353467,1.0,1
453,0.99949276,1.0,1
454,0.9980464,1.0,1
455,0.99711144,1.0,1
456,0.9962457,1.0,1
457,0.15563686,-1.0,1
458,0.99167925,1.0,1
459,0.99187005,1.0,1
460,0.9999722,1.0,1
461,0.53718823,1.0,1
462,0.73108476,1.0,1
463,0.99986947,1.0,1
464,0.9990062,1.0,1
465,0.99031657,1.0,1
466,0.8243798,1.0,1
467,0.65470564,1.0,1
468,0.8151889,1.0,1
469,0.9358743,1.0,1
470,0.9502874,1.0,1
471,0.95869005,1.0,1
472,0.7782387,1.0,1
473,0.99997795,1.0,1
474,0.95792276,1.0,1
475,0.9951715,1.0,1
476,0.97857136,1.0,1
477,0.9997002,1.0,1
478,0.99555886,1.0,1
479,0.99911517,1.0,1
480,0.9999708,1.0,1
481,0.9989016,1.0,1
482,0.95540154,1.0,1
483,0.99997365,1.0,1
484,0.99997175,1.0,1
485,0.9768822,1.0,1
486,0.99995947,1.0,1
487,0.9982291,1.0,1
488,0.99995244,1.0,1
489,0.99750143,1.0,1
490,0.9999536,1.0,1
491,0.99995005,1.0,1
492,0.9993167,1.0,1
493,0.9997391,1.0,1
494,0.1696506,-1.0,1
495,0.1621754,-1.0,1
496,0.9998,1.0,1
497,0.9999778,1.0,1
498,0.99704057,1.0,1
499,0.94559896,1.0,1
500,0.9650895,1.0,1
501,0.9971042,1.0,1
502,0.99959224,1.0,1
503,0.99876237,1.0,1
504,0.9191568,1.0,1
505,0.72099835,1.0,1
506,0.9997365,1.0,1
507,0.9957606,1.0,1
508,0.9999105,1.0,1
509,0.6487353,1.0,1
510,0.9978362,1.0,1
511,0.9732074,1.0,1
512,0.99925894,1.0,1
513,0.6276957,1.0,1
514,0.9978877,1.0,1
515,0.97373736,1.0,1
516,0.9183594,1.0,1
517,0.011893916,-1.0,1
518,0.9862932,1.0,1
519,0.9999987,1.0,1
520,0.99990606,1.0,1
521,0.99977154,1.0,1
522,0.99993205,1.0,1
523,0.9873711,1.0,1
524,0.9999008,1.0,1
525,0.99982953,1.0,1
526,0.99924845,1.0,1
527,0.45510194,-1.0,1
528,0.9979259,1.0,1
529,0.20235881,-1.0,1
530,0.95878375,1.0,1
531,0.99387956,1.0,1
532,0.99980265,1.0,1
533,0.99966776,1.0,1
534,0.9078306,1.0,1
535,0.9949378,1.0,1
536,0.9983181,1.0,1
537,0.6596972,1.0,1
538,0.71679866,1.0,1
539,0.863116,1.0,1
540,0.87496126,1.0,1
541,0.6541382,1.0,1
542,0.9885875,1.0,1
543,0.7792887,1.0,1
544,0.9950216,1.0,1
545,0.5098237,1.0,1
546,1.0,1.0,1
547,0.9917156,1.0,1
548,0.5079595,1.0,1
549,0.99987674,1.0,1
550,0.99696726,1.0,1
551,0.905034,1.0,1
552,0.9997743,1.0,1
553,0.86355215,1.0,1
554,0.67347425,1.0,1
555,0.9980868,1.0,1
556,0.9978955,1.0,1
557,0.6773909,1.0,1
558,0.038784288,-1.0,1
559,0.9999267,1.0,1
560,0.9352258,1.0,1
561,0.3856027,-1.0,1
562,0.9542531,1.0,1
563,0.9984079,1.0,1
564,0.99502784,1.0,1
565,0.99998605,1.0,1
566,0.11225137,-1.0,1
567,0.62556976,1.0,1
568,0.9857993,1.0,1
569,0.99614245,1.0,1
570,0.9992919,1.0,1
571,0.85241586,1.0,1
572,0.42069003,-1.0,1
573,0.9995184,1.0,1
574,0.016507596,-1.0,1
575,0.86736083,1.0,1
576,0.9198771,1.0,1
577,0.6742242,1.0,1
578,0.1850159,-1.0,1
579,0.4620117,-1.0,1
580,0.18009438,-1.0,1
581,0.87168074,1.0,1
582,0.97587436,1.0,1
583,0.9949549,1.0,1
584,0.969289,1.0,1
585,0.8271315,1.0,1
586,0.92601275,1.0,1
587,0.9140477,1.0,1
588,0.84128445,1.0,1
589,0.22509287,-1.0,1
590,0.25364882,-1.0,1
591,0.95904213,1.0,1
592,0.5284193,1.0,1
593,0.5749215,1.0,1
594,0.8031995,1.0,1
595,0.52541256,1.0,1
596,0.88365394,1.0,1
597,0.9984225,1.0,1
598,0.8524111,1.0,1
599,0.9989291,1.0,1
600,0.9714826,1.0,1
601,0.7889713,1.0,1
602,0.8475725,1.0,1
603,0.91476977,1.0,1
604,0.9997477,1.0,1
605,0.84620976,1.0,1
606,0.98941326,1.0,1
607,0.56912315,1.0,1
608,0.9999759,1.0,1
609,0.9999268,1.0,1
610,0.99907315,1.0,1
611,0.9999701,1.0,1
612,0.861787,1.0,1
613,0.9985287,1.0,1
614,0.63713485,1.0,1
615,0.71957034,1.0,1
616,0.9999676,1.0,1
617,0.806491,1.0,1
618,0.67474484,1.0,1
619,0.95307374,1.0,1
620,0.9805043,1.0,1
621,0.5612683,1.0,1
622,0.97243696,1.0,1
623,0.99560046,1.0,1
624,0.97901607,1.0,1
625,0.33131817,-1.0,1
626,0.8419751,1.0,1
627,0.999977,1.0,1
628,0.9297478,1.0,1
629,0.5079749,1.0,1
630,0.98940045,1.0,1
631,0.5159534,1.0,1
632,0.9925849,1.0,1
633,0.9839947,1.0,1
634,0.9277909,1.0,1
635,0.9420461,1.0,1
636,0.66774976,1.0,1
637,0.86200565,1.0,1
638,0.7135321,1.0,1
639,0.76218873,1.0,1
640,0.98087883,1.0,1
641,0.40038505,-1.0,1
642,0.5107239,1.0,1
643,0.54374164,1.0,1
644,0.9819465,1.0,1
645,0.99941206,1.0,1
646,0.60674846,1.0,1
647,0.39396805,-1.0,1
648,0.10087274,-1.0,1
649,0.6328531,1.0,1
650,0.99988306,1.0,1
651,0.9983209,1.0,1
652,0.959636,1.0,1
653,0.9998209,1.0,1
654,0.7419594,1.0,1
655,0.8443682,1.0,1
656,0.99858093,1.0,1
657,0.98422354,1.0,1
658,0.99285626,1.0,1
659,0.98284906,1.0,1
660,0.996236,1.0,1
661,0.9979717,1.0,1
662,0.99984837,1.0,1
663,0.9479865,1.0,1
664,0.999977,1.0,1
665,0.9722216,1.0,1
666,0.9984475,1.0,1
667,0.9983729,1.0,1
668,0.99990094,1.0,1
669,0.9988418,1.0,1
670,0.9988103,1.0,1
671,0.991034,1.0,1
672,0.9366558,1.0,1
673,0.9834388,1.0,1
674,1.0,1.0,1
675,0.9993537,1.0,1
676,0.85198563,1.0,1
677,0.84113127,1.0,1
678,0.9997596,1.0,1
679,0.9992924,1.0,1
680,0.99867576,1.0,1
681,0.620551,1.0,1
682,0.9994111,1.0,1
683,0.99677736,1.0,1
684,0.9999862,1.0,1
685,0.9989592,1.0,1
686,0.9959804,1.0,1
687,0.8325713,1.0,1
688,0.5827808,1.0,1
689,0.8366084,1.0,1
690,0.62590414,1.0,1
691,0.7498701,1.0,1
692,0.55287343,1.0,1
693,0.87754685,1.0,1
694,0.68565786,1.0,1
695,0.6938476,1.0,1
696,0.99770015,1.0,1
697,0.74614835,1.0,1
698,0.4688608,-1.0,1
699,0.99846053,1.0,1
700,0.99994946,1.0,1
701,0.9991929,1.0,1
702,0.99992645,1.0,1
703,0.9666473,1.0,1
704,0.99993896,1.0,1
705,0.9904522,1.0,1
706,0.99999034,1.0,1
707,0.013446625,-1.0,1
708,0.9573121,1.0,1
709,0.99609214,1.0,1
710,0.9896861,1.0,1
711,0.7099819,1.0,1
712,0.7066981,1.0,1
713,0.547606,1.0,1
714,0.24947979,-1.0,1
715,0.37615004,-1.0,1
716,0.846778,1.0,1
717,0.99828184,1.0,1
718,0.66200244,1.0,1
719,0.99940634,1.0,1
720,0.9981914,1.0,1
721,0.9145987,1.0,1
722,0.9990582,1.0,1
723,0.96541125,1.0,1
724,0.9999043,1.0,1
725,0.9999392,1.0,1
726,0.99997306,1.0,1
727,0.9040367,1.0,1
728,0.9998791,1.0,1
729,0.6476963,1.0,1
730,0.91556,1.0,1
731,0.013929495,-1.0,1
732,0.73628765,1.0,1
733,0.99501747,1.0,1
734,0.8468711,1.0,1
735,0.7853719,1.0,1
736,0.87943375,1.0,1
737,0.9673643,1.0,1
738,0.5791255,1.0,1
739,0.95499855,1.0,1
740,0.8406154,1.0,1
741,0.99996376,1.0,1
742,0.9999896,1.0,1
743,0.99212945,1.0,1
744,0.29019657,-1.0,1
745,0.9924614,1.0,1
746,0.78423023,1.0,1
747,0.5915928,1.0,1
748,0.8749951,1.0,1
749,0.9330919,1.0,1
750,0.998346,1.0,1
751,0.9831161,1.0,1
752,0.9997235,1.0,1
753,0.9999734,1.0,1
754,0.9996618,1.0,1
755,0.93448424,1.0,1
756,0.037261497,-1.0,1
757,0.99099874,1.0,1
758,0.9999963,1.0,1
759,0.6309897,1.0,1
760,0.9329374,1.0,1
761,0.58556306,1.0,1
762,0.99819934,1.0,1
763,0.9589468,1.0,1
764,0.07791595,-1.0,1
765,0.27597666,-1.0,1
766,0.9999881,1.0,1
767,0.9976966,1.0,1
768,0.9989322,1.0,1
769,0.999979,1.0,1
770,0.4796318,-1.0,1
771,0.9765063,1.0,1
772,0.15913017,-1.0,1
773,0.98984325,1.0,1
774,0.9999628,1.0,1
775,0.99978465,1.0,1
776,0.9994862,1.0,1
777,0.997552,1.0,1
778,0.9983199,1.0,1
779,0.9999999,1.0,1
780,0.9999876,1.0,1
781,0.9996462,1.0,1
782,0.9999982,1.0,1
783,0.9999094,1.0,1
784,0.9999989,1.0,1
785,0.99953353,1.0,1
786,0.9996209,1.0,1
787,0.49064347,-1.0,1
788,0.9999902,1.0,1
789,0.99995697,1.0,1
790,0.99457365,1.0,1
791,0.99987304,1.0,1
792,0.9999889,1.0,1
793,0.9997174,1.0,1
794,0.9999845,1.0,1
795,0.999972,1.0,1
796,0.9802035,1.0,1
797,0.2487205,-1.0,1
798,0.9820067,1.0,1
799,0.9848347,1.0,1
800,0.9922125,1.0,1
801,0.97484946,1.0,1
802,0.6505183,1.0,1
803,0.98978895,1.0,1
804,0.99703974,1.0,1
805,0.9977471,1.0,1
806,0.9412036,1.0,1
807,0.99641824,1.0,1
808,0.9986443,1.0,1
809,0.18346812,-1.0,1
810,0.9886563,1.0,1
811,0.8272349,1.0,1
812,0.8597245,1.0,1
813,0.82353765,1.0,1
814,0.7874971,1.0,1
815,0.9996302,1.0,1
816,0.9653056,1.0,1
817,0.991516,1.0,1
818,0.49668568,-1.0,1
819,0.011701615,-1.0,1
820,0.46424365,-1.0,1
821,0.64606875,1.0,1
822,0.9999409,1.0,1
823,0.7794589,1.0,1
824,0.7899596,1.0,1
825,0.15334295,-1.0,1
826,0.77782625,1.0,1
827,0.9686022,1.0,1
828,0.99705267,1.0,1
829,0.9454034,1.0,1
830,0.51283044,1.0,1
831,0.95541936,1.0,1
832,0.9999969,1.0,1
833,0.9947925,1.0,1
834,0.9966966,1.0,1
835,0.9976562,1.0,1
836,0.8868619,1.0,1
837,0.9668308,1.0,1
838,0.3368201,-1.0,1
839,0.9900496,1.0,1
840,0.1649297,-1.0,1
841,0.51356965,1.0,1
842,0.9242267,1.0,1
843,0.93671596,1.0,1
844,0.997905,1.0,1
845,0.9999758,1.0,1
846,0.99995816,1.0,1
847,0.999113,1.0,1
848,0.99994636,1.0,1
849,0.9995515,1.0,1
850,0.9519829,1.0,1
851,0.81400555,1.0,1
852,0.7310948,1.0,1
853,0.9994118,1.0,1
854,0.99950624,1.0,1
855,0.9910295,1.0,1
856,0.99240416,1.0,1
857,0.99479985,1.0,1
858,0.9801092,1.0,1
859,0.9999746,1.0,1
860,0.9999813,1.0,1
861,0.9887107,1.0,1
862,0.46454176,-1.0,1
863,0.7816761,1.0,1
864,0.9742099,1.0,1
865,0.99634016,1.0,1
866,0.99910504,1.0,1
867,0.87549996,1.0,1
868,0.99999714,1.0,1
869,0.9993777,1.0,1
870,0.9999964,1.0,1
871,0.9778529,1.0,1
872,0.9999944,1.0,1
873,0.43450505,-1.0,1
874,0.7541959,1.0,1
875,0.998963,1.0,1
876,0.8281382,1.0,1
877,0.6364373,1.0,1
878,0.9999075,1.0,1
879,0.37311438,-1.0,1
880,0.97403145,1.0,1
881,0.6341421,1.0,1
882,0.9982638,1.0,1
883,0.027197141,-1.0,1
884,0.73121876,1.0,1
885,0.99790275,1.0,1
886,0.9988945,1.0,1
887,0.99992585,1.0,1
888,0.99977416,1.0,1
889,0.0064205667,-1.0,1
890,0.97347224,1.0,1
891,0.999985,1.0,1
892,0.99996877,1.0,1
893,0.8142252,1.0,1
894,0.7565658,1.0,1
895,0.59149265,1.0,1
896,0.9573679,1.0,1
897,0.23979205,-1.0,1
898,0.9995453,1.0,1
899,0.99930036,1.0,1
900,0.9999995,1.0,1
901,0.99999833,1.0,1
902,0.999485,1.0,1
903,0.9887931,1.0,1
904,0.4736673,-1.0,1
905,0.893106,1.0,1
906,0.99136615,1.0,1
907,0.9980142,1.0,1
908,0.856928,1.0,1
909,0.24732223,-1.0,1
910,0.9320977,1.0,1
911,0.76987493,1.0,1
912,0.99143267,1.0,1
913,0.99347126,1.0,1
914,1.0,1.0,1
915,0.11264499,-1.0,1
916,0.9511575,1.0,1
917,0.7757295,1.0,1
918,0.99217004,1.0,1
919,0.9973719,1.0,1
920,0.27230033,-1.0,1
921,0.9868679,1.0,1
922,0.11198861,-1.0,1
923,0.119501,-1.0,1
924,0.9999608,1.0,1
925,0.69424963,1.0,1
926,0.9998648,1.0,1
927,0.9914478,1.0,1
928,0.9914665,1.0,1
929,0.9979303,1.0,1
930,0.831657,1.0,1
931,0.9999987,1.0,1
932,0.9996277,1.0,1
933,0.02571324,-1.0,1
934,0.99990857,1.0,1
935,0.99999964,1.0,1
936,0.99992967,1.0,1
937,0.99995244,1.0,1
938,0.6353667,1.0,1
939,0.7384355,1.0,1
940,0.8764548,1.0,1
941,0.66156065,1.0,1
942,1.0,1.0,1
943,0.9997112,1.0,1
944,0.99767023,1.0,1
945,0.9995912,1.0,1
946,0.9991387,1.0,1
947,0.9984054,1.0,1
948,0.120958455,-1.0,1
949,0.9568328,1.0,1
950,0.9991061,1.0,1
951,0.99912196,1.0,1
952,0.7869349,1.0,1
953,0.9236243,1.0,1
954,0.9967422,1.0,1
955,0.9994373,1.0,1
956,0.020781767,-1.0,1
957,0.9997209,1.0,1
958,0.9999738,1.0,1
959,0.9927239,1.0,1
960,0.9974573,1.0,1
961,0.9997367,1.0,1
962,0.59709513,1.0,1
963,0.7615483,1.0,1
964,0.17385219,-1.0,1
965,0.99814844,1.0,1
966,0.9999348,1.0,1
967,0.9997317,1.0,1
968,0.99999046,1.0,1
969,0.03538271,-1.0,1
970,0.9991529,1.0,1
971,0.98726255,1.0,1
972,0.99571264,1.0,1
973,0.99951696,1.0,1
974,0.9985304,1.0,1
975,0.9995408,1.0,1
976,0.9944676,1.0,1
977,0.7340694,1.0,1
978,0.9999989,1.0,1
979,0.9997917,1.0,1
980,0.9976941,1.0,1
981,0.9999987,1.0,1
982,0.99932504,1.0,1
983,0.9813136,1.0,1
984,0.99837935,1.0,1
985,0.99889684,1.0,1
986,0.7851745,1.0,1
987,0.48758674,-1.0,1
988,0.8794847,1.0,1
989,0.9999926,1.0,1
990,0.9996935,1.0,1
991,0.9993143,1.0,1
992,0.67680883,1.0,1
