,roc_auc,acc,acc_pos,acc_neg,acc_05,precision,recall,threshold,set
0,0.9999048194929677,99.1120218579235,98.29234972677595,99.93169398907104,99.1120218579235,0.9993055555555556,0.9829234972677595,0.5,train
1,0.9675672069099379,92.96296296296296,95.20089285714286,82.06521739130434,92.96296296296296,0.9627539503386005,0.9520089285714286,0.5,test
2,0.979364224137931,94.44444444444444,96.09375,85.34482758620689,94.44444444444444,0.9731012658227848,0.9609375,0.5,dev
3,,84.15725963409886,,,84.15725963409886,,,0.5,cs
