,yp_proba,yp_label,y_true
0,0.7656922334852482,1.0,1
1,0.7916619699710375,1.0,1
2,0.9137920743223188,1.0,1
3,0.9044010432669354,1.0,1
4,0.873150661835717,1.0,1
5,0.8745472055672565,1.0,1
6,0.5989726793092107,1.0,1
7,0.6799980337001437,1.0,1
8,0.9178673568834645,1.0,1
9,0.8432532739143964,1.0,1
10,0.7205474721737332,1.0,1
11,0.4055907106373588,-1.0,1
12,0.8113819809212289,1.0,1
13,0.8440428400814917,1.0,1
14,0.7855506210669475,1.0,1
15,0.9976686630829537,1.0,1
16,0.7078931527312823,1.0,1
17,0.49001167566899523,-1.0,1
18,0.7654926235971432,1.0,1
19,0.6094953777519758,1.0,1
20,0.7529763101664657,1.0,1
21,0.7563022619486353,1.0,1
22,0.5991917165840278,1.0,1
23,0.6091217094060979,1.0,1
24,0.8910659601092261,1.0,1
25,0.8458036827951961,1.0,1
26,0.6860713401072465,1.0,1
27,0.41550208461787663,-1.0,1
28,0.5641390920454065,1.0,1
29,0.8488545074519959,1.0,1
30,0.8636927153746822,1.0,1
31,0.7222370290422216,1.0,1
32,0.8930410212888895,1.0,1
33,0.7927020945711521,1.0,1
34,0.8757456993845106,1.0,1
35,0.6912586009002938,1.0,1
36,0.8387448738489616,1.0,1
37,0.9456806124606164,1.0,1
38,0.9348566080214694,1.0,1
39,0.9433928778673587,1.0,1
40,0.7915150878687527,1.0,1
41,0.7773424324924538,1.0,1
42,0.9368424254947879,1.0,1
43,0.9681849497026213,1.0,1
44,0.6541215845549908,1.0,1
45,0.8033017654935977,1.0,1
46,0.7883207747886638,1.0,1
47,0.8708161806166145,1.0,1
48,0.8243845479479067,1.0,1
49,0.9537277900884392,1.0,1
50,0.9807990872161579,1.0,1
51,0.6823304112009195,1.0,1
52,0.623679671434349,1.0,1
53,0.7640289412716043,1.0,1
54,0.7539120286360246,1.0,1
55,0.7271463550831052,1.0,1
56,0.7125754618557036,1.0,1
57,0.825445955863517,1.0,1
58,0.6571181656575389,1.0,1
59,0.9377202388058831,1.0,1
60,0.6118861872027742,1.0,1
61,0.7384467481974665,1.0,1
62,0.7632560230189562,1.0,1
63,0.3846155914457392,-1.0,1
64,0.8206919969180353,1.0,1
65,0.7232969571359149,1.0,1
66,0.8583459040226671,1.0,1
67,0.9230180637926751,1.0,1
68,0.8630932353533727,1.0,1
69,0.8674581737596351,1.0,1
70,0.7846873637827046,1.0,1
71,0.7985854376719146,1.0,1
72,0.9177068644170842,1.0,1
73,0.6878427844822699,1.0,1
74,0.9054845957125316,1.0,1
75,0.8803857548746507,1.0,1
76,0.8756366081974342,1.0,1
77,0.6945883548759774,1.0,1
78,0.3828958443493555,-1.0,1
79,0.9215036154809642,1.0,1
80,0.5465646050158123,1.0,1
81,0.47909162186890825,-1.0,1
82,0.9772106296012342,1.0,1
83,0.8768053496439872,1.0,1
84,0.9064722975922008,1.0,1
85,0.9738913272709735,1.0,1
86,0.8981954289899456,1.0,1
87,0.7238198218545066,1.0,1
88,0.6432400246050172,1.0,1
89,0.40595751495768895,-1.0,1
90,0.6994490897115827,1.0,1
91,0.8109359897278536,1.0,1
92,0.6960887212591796,1.0,1
93,0.9307673698760207,1.0,1
94,0.8458925048081711,1.0,1
95,0.67564649862494,1.0,1
96,0.5502923622951904,1.0,1
97,0.5079458660550988,1.0,1
98,0.7869393275174206,1.0,1
99,0.6734159384451586,1.0,1
100,0.5831456596134136,1.0,1
101,0.7466249504823275,1.0,1
102,0.9359730262655098,1.0,1
103,0.9763868880448365,1.0,1
104,0.7869956707846006,1.0,1
105,0.608257479770645,1.0,1
106,0.8003788148188417,1.0,1
107,0.6468931582260238,1.0,1
108,0.8793112903446029,1.0,1
109,0.6087057463312321,1.0,1
110,0.6808815004232729,1.0,1
111,0.8780640634751038,1.0,1
112,0.7213088004540719,1.0,1
113,0.4407383532365248,-1.0,1
114,0.7647390004151697,1.0,1
115,0.9166772031098102,1.0,1
116,0.8419589171186344,1.0,1
117,0.7773893294787116,1.0,1
118,0.5773473345311114,1.0,1
119,0.9293946578116818,1.0,1
120,0.6186966995090691,1.0,1
121,0.8079735432230258,1.0,1
122,0.7105372451042493,1.0,1
123,0.8862596678525538,1.0,1
124,0.6944238312825658,1.0,1
125,0.7063643714877632,1.0,1
126,0.5865919560286713,1.0,1
127,0.8010321526066858,1.0,1
128,0.5436077040872312,1.0,1
129,0.5438232378617972,1.0,1
130,0.4766657009796035,-1.0,1
131,0.5840535420504807,1.0,1
132,0.6844490994304079,1.0,1
133,0.5337226815053744,1.0,1
134,0.6332398937865806,1.0,1
135,0.8161391508035344,1.0,1
136,0.842886897868972,1.0,1
137,0.6573379884548476,1.0,1
138,0.34323324866079674,-1.0,1
139,0.6069334716412491,1.0,1
140,0.7097008221817653,1.0,1
141,0.7756122058616691,1.0,1
142,0.46195843737256737,-1.0,1
143,0.6410826445225135,1.0,1
144,0.7459860479696804,1.0,1
145,0.779841145244632,1.0,1
146,0.8350713311462432,1.0,1
147,0.6324896661108346,1.0,1
148,0.7032955039143335,1.0,1
149,0.5778699873077374,1.0,1
150,0.7135964918597477,1.0,1
151,0.945228261712542,1.0,1
152,0.5695852889740569,1.0,1
153,0.6959862553080864,1.0,1
154,0.5228249331164756,1.0,1
155,0.5097662221266439,1.0,1
156,0.8097122997714034,1.0,1
157,0.9364522581272801,1.0,1
158,0.6137435589029496,1.0,1
159,0.581983004039224,1.0,1
160,0.7127301397819121,1.0,1
161,0.996886823699037,1.0,1
162,0.8389508802229315,1.0,1
163,0.7965401098270156,1.0,1
164,0.6045032849947622,1.0,1
165,0.8837554339780631,1.0,1
166,0.8782144906238372,1.0,1
167,0.9739172929054973,1.0,1
168,0.8821982276938689,1.0,1
169,0.7646510188617107,1.0,1
170,0.6806315808131883,1.0,1
171,0.843086529291163,1.0,1
172,0.4589993245877166,-1.0,1
173,0.6567329613681754,1.0,1
174,0.5660976320670195,1.0,1
175,0.5609260006945211,1.0,1
176,0.46005329868727474,-1.0,1
177,0.5065709249040016,1.0,1
178,0.6817889896269337,1.0,1
179,0.5543778941131398,1.0,1
180,0.7433684730578469,1.0,1
181,0.4205760679266127,-1.0,1
182,0.8012470619804514,1.0,1
183,0.8198200812784208,1.0,1
184,0.8503512524638579,1.0,1
185,0.8843769455669076,1.0,1
186,0.40325326930408845,-1.0,1
187,0.9440022183856507,1.0,1
188,0.6309827763923369,1.0,1
189,0.8782794834537248,1.0,1
190,0.8223616164606763,1.0,1
191,0.8801647262110641,1.0,1
192,0.7205869155676601,1.0,1
193,0.8245253486375542,1.0,1
194,0.49222198917968557,-1.0,1
195,0.9670222813970639,1.0,1
196,0.6134715014727502,1.0,1
197,0.9570093508497716,1.0,1
198,0.65539733275136,1.0,1
199,0.8551423476311178,1.0,1
200,0.8050638129208566,1.0,1
201,0.30282633872338566,-1.0,1
202,0.9179555008126098,1.0,1
203,0.7151081194258225,1.0,1
204,0.6945029965230676,1.0,1
205,0.7491804061699571,1.0,1
206,0.8901669247952403,1.0,1
207,0.47169153927771434,-1.0,1
208,0.6209259128774809,1.0,1
209,0.7578982145207463,1.0,1
210,0.8047005161163899,1.0,1
211,0.9055398962723111,1.0,1
212,0.7265908220729724,1.0,1
213,0.8717172151389891,1.0,1
214,0.5789906267883975,1.0,1
215,0.49516629541137447,-1.0,1
216,0.6831697545920165,1.0,1
217,0.8296725396523231,1.0,1
218,0.7051729927323042,1.0,1
219,0.8716315693558279,1.0,1
220,0.7679756757542934,1.0,1
221,0.6574209778372264,1.0,1
222,0.7702524042504458,1.0,1
