,yp_proba,yp_label,y_true
0,0.03939170645603029,-1.0,-1
1,0.9974823781233301,1.0,1
2,0.0071876300378826904,-1.0,-1
3,0.027700098067827975,-1.0,-1
4,0.994403914888975,1.0,1
5,0.9974836468834488,1.0,1
6,0.9976636507364962,1.0,1
7,0.9770023598157362,1.0,1
8,0.07395288901592029,-1.0,-1
9,0.9974652306771873,1.0,1
10,0.005383405217809044,-1.0,-1
11,0.9972830101997385,1.0,1
12,0.02622603643668092,-1.0,-1
13,0.044635758546789014,-1.0,-1
14,0.005265178616823823,-1.0,-1
15,0.9974837962473917,1.0,1
16,0.9917673282379268,1.0,1
17,0.9905248489532795,1.0,1
18,0.9771288691537781,1.0,1
19,0.9938096177626715,1.0,1
20,0.9745173112503145,1.0,1
21,0.005383405217809044,-1.0,-1
22,0.028572334595834005,-1.0,-1
23,0.005383405217809044,-1.0,-1
24,0.03756593809912669,-1.0,-1
25,0.9405099314566461,1.0,1
26,0.997731384748002,1.0,1
27,0.9977213067022661,1.0,1
28,0.005383405217809044,-1.0,-1
29,0.005383405217809044,-1.0,-1
30,0.9974459813990352,1.0,1
31,0.9974634486479436,1.0,1
32,0.65977346599635,1.0,1
33,0.006840713893787796,-1.0,-1
34,0.9974459813990352,1.0,1
35,0.9970166512996654,1.0,1
36,0.9979836156553992,1.0,1
37,0.9976054336298559,1.0,1
38,0.4826200748677204,-1.0,1
39,0.028572334595834005,-1.0,-1
40,0.029705390592647474,-1.0,-1
41,0.9976185423921506,1.0,1
42,0.005383405217809044,-1.0,-1
43,0.9972095588080944,1.0,1
44,0.005383405217809044,-1.0,-1
45,0.9974632824370976,1.0,1
46,0.045672269559753204,-1.0,-1
47,0.005383405217809044,-1.0,-1
48,0.9576705959553443,1.0,1
49,0.9725993722212064,1.0,1
50,0.9974637118954891,1.0,1
51,0.005383405217809044,-1.0,-1
52,0.005383405217809044,-1.0,-1
53,0.006870458958962525,-1.0,-1
54,0.005383405217809044,-1.0,-1
55,0.9776175194236676,1.0,1
56,0.627252248828118,1.0,1
57,0.9774641467033041,1.0,1
58,0.005709492174330783,-1.0,-1
59,0.028645528942248435,-1.0,-1
60,0.038296619240183224,-1.0,-1
61,0.008097350148980048,-1.0,-1
62,0.021850676970977093,-1.0,-1
63,0.005383405217809044,-1.0,-1
64,0.005383405217809044,-1.0,-1
65,0.9849457071906539,1.0,1
66,0.9975821361741349,1.0,1
67,0.9227687418279423,1.0,1
68,0.9974459813990352,1.0,1
69,0.005299897910919691,-1.0,-1
70,0.974630574844134,1.0,1
71,0.9968519219930946,1.0,1
72,0.9974653800411302,1.0,1
73,0.05572378252937162,-1.0,-1
74,0.0071876300378826904,-1.0,-1
75,0.005383405217809044,-1.0,-1
76,0.9974459813990352,1.0,1
77,0.005383405217809044,-1.0,-1
78,0.8936062381268063,1.0,1
79,0.9975340095680493,1.0,1
80,0.045672269559753204,-1.0,-1
81,0.9381050024892077,1.0,1
82,0.9974992783462149,1.0,1
83,0.005383405217809044,-1.0,-1
84,0.14171458583001947,-1.0,-1
85,0.9974816139522125,1.0,1
86,0.9581145277719143,1.0,1
87,0.035166239616718505,-1.0,-1
88,0.9775820530813364,1.0,1
89,0.9974971759382844,1.0,1
90,0.06587904810721792,-1.0,-1
91,0.005383405217809044,-1.0,-1
92,0.7355403206941473,1.0,1
93,0.036822957367479876,-1.0,-1
94,0.9974459813990352,1.0,1
95,0.980754928858095,1.0,1
96,0.012384931758654603,-1.0,-1
97,0.9976446894818136,1.0,1
98,0.9974459813990352,1.0,1
99,0.96773298807082,1.0,1
100,0.9949036315915397,1.0,1
101,0.005383405217809044,-1.0,-1
102,0.04903136715674854,-1.0,-1
103,0.06258132390706592,-1.0,-1
104,0.007584552624435903,-1.0,-1
105,0.9946029355720525,1.0,1
106,0.005768020602424429,-1.0,-1
107,0.9969244551005374,1.0,1
108,0.9655336815584578,1.0,1
109,0.005383405217809044,-1.0,-1
110,0.6963146741612769,1.0,1
111,0.005383405217809044,-1.0,-1
112,0.9974459813990352,1.0,1
113,0.005383405217809044,-1.0,-1
114,0.9974459813990352,1.0,1
115,0.9974459813990352,1.0,1
116,0.005383405217809044,-1.0,-1
117,0.025197557184196587,-1.0,-1
118,0.977557446367188,1.0,1
119,0.005709492174330783,-1.0,-1
120,0.9640241046552179,1.0,1
121,0.02867556658560495,-1.0,-1
